fecha,temperatura_media
2022-08-28,11.2
2022-08-29,12.7
2022-08-30,11.3
2022-08-31,9.9
2022-09-01,8.6
2022-09-02,10.6
2022-09-03,10.4
2022-09-04,9.9
2022-09-05,11.0
2022-09-06,10.5
2022-09-07,10.8
2022-09-08,12.8
2022-09-09,11.3
2022-09-10,13.0
2022-09-11,9.5
2022-09-12,8.5
2022-09-13,8.8
2022-09-14,6.9
2022-09-15,7.0
2022-09-16,7.3
2022-09-17,9.0
2022-09-18,9.5
2022-09-19,11.0
2022-09-20,10.6
2022-09-21,9.6
2022-09-22,8.5
2022-09-23,8.4
2022-09-24,11.0
2022-09-25,7.6
2022-09-26,5.2
2022-09-27,6.0
2022-09-28,7.8
2022-09-29,9.3
2022-09-30,9.5
2022-10-01,8.2
2022-10-02,8.7
2022-10-03,8.1
2022-10-04,7.8
2022-10-05,5.7
2022-10-06,4.9
2022-10-07,4.9
2022-10-08,5.3
2022-10-09,3.2
2022-10-10,2.2
2022-10-11,5.7
2022-10-12,4.7
2022-10-13,3.1
2022-10-14,2.9
2022-10-15,3.2
2022-10-16,2.6
2022-10-17,2.2
2022-10-18,5.2
2022-10-19,4.6
2022-10-20,4.7
2022-10-21,3.1
2022-10-22,2.2
2022-10-23,4.7
2022-10-24,5.9
2022-10-25,6.9
2022-10-26,7.2
2022-10-27,3.2
2022-10-28,2.7
2022-10-29,4.8
2022-10-30,5.8
2022-10-31,6.0
2022-11-01,4.3
2022-11-02,2.4
2022-11-03,2.2
2022-11-04,3.6
2022-11-05,5.0
2022-11-06,5.1
2022-11-07,4.9
2022-11-08,5.6
2022-11-09,5.4
2022-11-10,6.1
2022-11-11,4.5
2022-11-12,5.3
2022-11-13,9.4
2022-11-14,6.6
2022-11-15,7.5
2022-11-16,7.2
2022-11-17,7.5
2022-11-18,4.7
2022-11-19,5.8
2022-11-20,5.1
2022-11-21,4.7
2022-11-22,3.9
2022-11-23,4.1
2022-11-24,8.0
2022-11-25,5.9
2022-11-26,3.2
2022-11-27,2.5
2022-11-28,0.4
2022-11-29,4.5
2022-11-30,8.4
2022-12-01,5.4
2022-12-02,4.6
2022-12-03,1.4
2022-12-04,2.0
2022-12-05,-0.7
2022-12-06,1.0
2022-12-07,-2.5
2022-12-08,-3.1
2022-12-09,-1.0
2022-12-10,-5.0
2022-12-11,-3.0
2022-12-12,-4.7
2022-12-13,-6.5
2022-12-14,-7.7
2022-12-15,-7.0
2022-12-16,-8.4
2022-12-17,-3.5
2022-12-18,-8.6
2022-12-19,-4.2
2022-12-20,-1.9
2022-12-21,-1.7
2022-12-22,-5.8
2022-12-23,-7.1
2022-12-24,-6.4
2022-12-25,-3.3
2022-12-26,-7.3
2022-12-27,-4.1
2022-12-28,-6.8
2022-12-29,-8.9
2022-12-30,-11.3
2022-12-31,-5.6
2023-01-01,-5.2
2023-01-02,1.3
2023-01-03,-2.4
2023-01-04,-5.9
2023-01-05,-7.8
2023-01-06,-4.5
2023-01-07,-1.9
2023-01-08,1.3
2023-01-09,-0.6
2023-01-10,1.4
2023-01-11,-2.3
2023-01-12,-1.3
2023-01-13,-2.5
2023-01-14,-7.0
2023-01-15,-10.1
2023-01-16,-6.5
2023-01-17,-4.3
2023-01-18,-10.2
2023-01-19,-5.7
2023-01-20,4.7
2023-01-21,2.0
2023-01-22,-0.9
2023-01-23,-1.7
2023-01-24,3.9
2023-01-25,1.3
2023-01-26,5.7
2023-01-27,1.8
2023-01-28,3.3
2023-01-29,-0.1
2023-01-30,-1.6
2023-01-31,-0.8
2023-02-01,-3.1
2023-02-02,1.3
2023-02-03,2.8
2023-02-04,0.5
2023-02-05,6.4
2023-02-06,0.2
2023-02-07,-1.9
2023-02-08,-4.4
2023-02-09,-4.2
2023-02-10,3.5
2023-02-11,4.5
2023-02-12,4.0
2023-02-13,7.7
2023-02-14,2.7
2023-02-15,-0.4
2023-02-16,-0.6
2023-02-17,-1.6
2023-02-18,-0.5
2023-02-19,1.8
2023-02-20,1.1
2023-02-21,0.2
2023-02-22,1.4
2023-02-23,3.3
2023-02-24,6.4
2023-02-25,7.0
2023-02-26,7.3
2023-02-27,7.6
2023-02-28,6.4
2023-03-01,4.1
2023-03-02,6.0
2023-03-03,4.3
2023-03-04,3.7
2023-03-05,1.5
2023-03-06,-4.1
2023-03-07,-5.7
2023-03-08,-5.3
2023-03-09,-4.5
2023-03-10,-8.7
2023-03-11,-10.4
2023-03-12,-8.2
2023-03-13,-7.0
2023-03-14,-7.0
2023-03-15,-6.9
2023-03-16,-3.4
2023-03-17,-2.8
2023-03-18,-1.6
2023-03-19,-3.5
2023-03-20,-0.3
2023-03-21,1.1
2023-03-22,1.7
2023-03-23,-0.4
2023-03-24,-1.3
2023-03-25,-1.0
2023-03-26,-1.5
2023-03-27,-2.2
2023-03-28,0.5
2023-03-29,3.4
2023-03-30,5.5
2023-03-31,5.1
2023-04-01,3.7
2023-04-02,4.4
2023-04-03,7.3
2023-04-04,7.2
2023-04-05,4.8
2023-04-06,3.8
2023-04-07,6.5
2023-04-08,7.8
2023-04-09,6.9
2023-04-10,5.2
2023-04-11,3.2
2023-04-12,3.8
2023-04-13,3.6
2023-04-14,5.4
2023-04-15,6.5
2023-04-16,8.4
2023-04-17,9.1
2023-04-18,9.5
2023-04-19,9.5
2023-04-20,8.1
2023-04-21,6.7
2023-04-22,4.3
2023-04-23,4.5
2023-04-24,4.3
2023-04-25,3.3
2023-04-26,1.3
2023-04-27,0.9
2023-04-28,2.5
2023-04-29,2.0
2023-04-30,3.4
2023-05-01,3.4
2023-05-02,5.3
2023-05-03,6.1
2023-05-04,6.2
2023-05-05,7.9
2023-05-06,9.2
2023-05-07,10.8
2023-05-08,10.4
2023-05-09,9.9
2023-05-10,8.7
2023-05-11,8.2
2023-05-12,7.1
2023-05-13,5.6
2023-05-14,5.2
2023-05-15,3.9
2023-05-16,5.0
2023-05-17,7.6
2023-05-18,8.7
2023-05-19,7.5
2023-05-20,5.2
2023-05-21,4.8
2023-05-22,6.1
2023-05-23,6.1
2023-05-24,6.3
2023-05-25,6.8
2023-05-26,6.4
2023-05-27,5.8
2023-05-28,7.0
2023-05-29,8.9
2023-05-30,6.6
2023-05-31,7.6
2023-06-01,9.6
2023-06-02,9.9
2023-06-03,9.9
2023-06-04,9.5
2023-06-05,7.3
2023-06-06,6.1
2023-06-07,7.1
2023-06-08,8.7
2023-06-09,7.9
2023-06-10,6.9
2023-06-11,8.1
2023-06-12,8.1
2023-06-13,9.9
2023-06-14,11.2
2023-06-15,13.8
2023-06-16,12.2
2023-06-17,11.6
2023-06-18,8.3
2023-06-19,8.8
2023-06-20,10.6
2023-06-21,10.5
2023-06-22,10.4
2023-06-23,13.0
2023-06-24,12.6
2023-06-25,9.1
2023-06-26,12.0
2023-06-27,11.7
2023-06-28,8.9
2023-06-29,7.3
2023-06-30,9.2
2023-07-01,9.9
2023-07-02,11.4
2023-07-03,11.7
2023-07-04,8.7
2023-07-05,8.6
2023-07-06,11.1
2023-07-07,12.6
2023-07-08,14.0
2023-07-09,13.5
2023-07-10,13.5
2023-07-11,14.5
2023-07-12,11.6
2023-07-13,8.9
2023-07-14,8.8
2023-07-15,9.2
2023-07-16,10.8
2023-07-17,10.2
2023-07-18,10.5
2023-07-19,10.6
2023-07-20,11.3
2023-07-21,12.6
2023-07-22,11.8
2023-07-23,11.9
2023-07-24,11.7
2023-07-25,12.0
2023-07-26,13.2
2023-07-27,12.6
2023-07-28,12.7
2023-07-29,12.5
2023-07-30,11.8
2023-07-31,12.0
2023-08-01,11.1
2023-08-02,11.9
2023-08-03,11.7
2023-08-04,11.5
2023-08-05,11.7
2023-08-06,10.9
2023-08-07,11.8
2023-08-08,11.4
2023-08-09,12.8
2023-08-10,13.8
2023-08-11,15.2
2023-08-12,13.0
2023-08-13,13.6
2023-08-14,12.4
2023-08-15,11.7
2023-08-16,12.4
2023-08-17,12.8
2023-08-18,14.6
2023-08-19,12.7
2023-08-20,13.9
2023-08-21,10.2
2023-08-22,11.0
2023-08-23,12.1
2023-08-24,12.3
2023-08-25,12.6
2023-08-26,12.4
2023-08-27,11.7
2023-08-28,11.7
2023-08-29,11.2
2023-08-30,11.1
2023-08-31,10.8
2023-09-01,11.3
2023-09-02,10.4
2023-09-03,8.0
2023-09-04,8.9
2023-09-05,10.8
2023-09-06,11.8
2023-09-07,10.0
2023-09-08,9.2
2023-09-09,8.5
2023-09-10,8.2
2023-09-11,7.0
2023-09-12,6.9
2023-09-13,8.0
2023-09-14,8.8
2023-09-15,7.7
2023-09-16,9.5
2023-09-17,7.1
2023-09-18,8.5
2023-09-19,9.2
2023-09-20,8.7
2023-09-21,5.1
2023-09-22,5.0
2023-09-23,6.8
2023-09-24,8.3
2023-09-25,11.3
2023-09-26,11.0
2023-09-27,9.4
2023-09-28,8.7
2023-09-29,6.1
2023-09-30,7.3
2023-10-01,9.9
2023-10-02,8.0
2023-10-03,6.4
2023-10-04,6.8
2023-10-05,5.1
2023-10-06,4.1
2023-10-07,3.5
2023-10-08,7.8
2023-10-09,6.7
2023-10-10,3.4
2023-10-11,3.0
2023-10-12,2.9
2023-10-13,0.7
2023-10-14,1.0
2023-10-15,6.6
2023-10-16,5.0
2023-10-17,7.8
2023-10-18,9.6
2023-10-19,10.2
2023-10-20,7.4
2023-10-21,6.5
2023-10-22,4.1
2023-10-23,3.7
2023-10-24,3.7
2023-10-25,7.4
2023-10-26,7.6
2023-10-27,5.3
2023-10-28,4.3
2023-10-29,2.6
2023-10-30,2.8
2023-10-31,2.8
2023-11-01,2.5
2023-11-02,1.8
2023-11-03,1.4
2023-11-04,4.0
2023-11-05,3.3
2023-11-06,2.9
2023-11-07,3.7
2023-11-08,5.6
2023-11-09,2.8
2023-11-10,0.9
2023-11-11,2.4
2023-11-12,3.9
2023-11-13,4.6
2023-11-14,6.0
2023-11-15,5.2
2023-11-16,4.5
2023-11-17,5.3
2023-11-18,4.4
2023-11-19,0.9
2023-11-20,5.3
2023-11-21,5.9
2023-11-22,2.3
2023-11-23,-1.1
2023-11-24,1.3
2023-11-25,5.2
2023-11-26,5.1
2023-11-27,4.3
2023-11-28,2.0
2023-11-29,2.6
2023-11-30,0.4
2023-12-01,-1.4
2023-12-02,-3.7
2023-12-03,-1.2
2023-12-04,1.2
2023-12-05,0.1
2023-12-06,0.6
2023-12-07,1.9
2023-12-08,-1.9
2023-12-09,-1.0
2023-12-10,0.0
2023-12-11,0.7
2023-12-12,-1.8
2023-12-13,5.5
2023-12-14,2.0
2023-12-15,1.8
2023-12-16,1.6
2023-12-17,1.4
2023-12-18,0.3
2023-12-19,-1.2
2023-12-20,-0.3
2023-12-21,-4.3
2023-12-22,-8.6
2023-12-23,-3.2
2023-12-24,-3.2
2023-12-25,-2.0
2023-12-26,-1.3
2023-12-27,-3.0
2023-12-28,-2.8
2023-12-29,-4.6
2023-12-30,-2.8
2023-12-31,-4.6
